0.5	-44.5	0.00774083	2000
0.5	-43.5	0.00535904	2000
0.5	-42.5	0.00476359	2000
0.5	-41.5	0.00833628	2000
0.5	-40.5	0.00833628	2000
0.5	-39.5	0.0142908	2000
0.5	-38.5	0.00833628	2000
0.5	-37.5	0.017268	2000
0.5	-36.5	0.0160771	2000
0.5	-35.5	0.0130999	2000
0.5	-34.5	0.0113135	2000
0.5	-33.5	0.0107181	2000
0.5	-32.5	0.011909	2000
0.5	-31.5	0.00178635	2000
0.5	-30.5	0.00229248	2000
0.5	-29.5	0.00276884	2000
0.5	-28.5	0.00282094	2000
0.5	-27.5	0.00272418	2000
0.5	-26.5	0.00315029	2000
0.5	-25.5	0.00318379	2000
0.5	-24.5   0.00302143	2000
0.5	-23.5	0.00288048	2000
0.5	-22.5	0.00289920	2000
0.5	-21.5	0.00283408	2000
0.5	-20.5	0.00252609	2000
0.5	-19.5	0.00219611	2000
0.5	-18.5	0.00183892	2000
1.5	-44.5	0.005756	2000
1.5	-43.5	0.00595449	2000
1.5	-42.5	0.00833628	2000
1.5	-41.5	0.0123059	2000
1.5	-40.5	0.0127029	2000
1.5	-39.5	0.011115	2000
1.5	-38.5	0.011115	2000
1.5	-37.5	0.0140923	2000
1.5	-36.5	0.0130999	2000
1.5	-35.5	0.0129014	2000
1.5	-34.5	0.0146877	2000
1.5	-33.5	0.0130999	2000
1.5	-32.5	0.00913021	2000
1.5	-31.5	0.00317573	2000
1.5	-30.5	0.00279861	2000
1.5	-29.5	0.00324520	2000
1.5	-28.5	0.00287304	2000
1.5	-27.5	0.00262741	2000
1.5	-26.5	0.00357641	2000
1.5	-25.5	0.00321728	2000
1.5	-24.5   0.00285908	2000
1.5	-23.5	0.00273953	2000
1.5	-22.5	0.00291793	2000
1.5	-21.5	0.00276895	2000
1.5	-20.5	0.00221810	2000
1.5	-19.5	0.00186612	2000
1.5	-18.5	0.00148173	2000
2.5	-44.5	0.00452541	2000
2.5	-43.5	0.00476359	2000
2.5	-42.5	0.00988445	2000
2.5	-41.5	0.0101226	2000
2.5	-40.5	0.0122662	2000
2.5	-39.5	0.0126235	2000
2.5	-38.5	0.0127426	2000
2.5	-37.5	0.0156008	2000
2.5	-36.5	0.0113135	2000
2.5	-35.5	0.0165535	2000
2.5	-34.5	0.0128617	2000
2.5	-33.5	0.0136953	2000
2.5	-32.5	0.0126235	2000
2.5	-31.5	0.00440632	2000
2.5	-30.5	0.00381087	2000
2.5	-29.5	0.00369178	2000
2.5	-28.5	0.00250088	2000
2.5	-27.5	0.00238179	2000
2.5	-26.5	0.00452541	2000
2.5	-25.5	0.00285815	2000
2.5	-24.5	0.00250088	2000
2.5	-23.5	0.00261997	2000
2.5	-22.5	0.00309633	2000
2.5	-21.5	0.00261997	2000
2.5	-20.5	0.00166726	2000
2.5	-19.5	0.00151415	2000
2.5	-18.5	0.00109733	2000
3.5	-44.5	0.0042532	2000
3.5	-43.5	0.00535904	2000
3.5	-42.5	0.0101226	2000
3.5	-41.5	0.0116538	2000
3.5	-40.5	0.0108031	2000
3.5	-39.5	0.0104629	2000
3.5	-38.5	0.0109733	2000
3.5	-37.5	0.0136103	2000
3.5	-36.5	0.0127596	2000
3.5	-35.5	0.0113135	2000
3.5	-34.5	0.0128447	2000
3.5	-33.5	0.0126746	2000
3.5	-32.5	0.0110583	2000
3.5	-31.5	0.0127596	2000
3.5	-30.5	0.0111434	2000
3.5	-29.5	0.0099525	2000
3.5	-28.5	0.00884667	2000
3.5	-27.5	0.00901679	2000
3.5	-26.5	0.00799603	2000
3.5	-25.5	0.00910186	2000
3.5	-24.5	0.00816615	2000
3.5	-23.5	0.0075707	2000
3.5	-22.5	0.00825122	2000
3.5	-21.5	0.00765577	2000
3.5	-20.5	0.00484865	2000
3.5	-19.5	0.00136103	2000
3.5	-18.5	0.000680513	2000
4.5	-44.5	0.00377117	2000
4.5	-43.5	0.00668226	2000
4.5	-42.5	0.0113135	2000
4.5	-41.5	0.011909	2000
4.5	-40.5	0.011115	2000
4.5	-39.5	0.00972566	2000
4.5	-38.5	0.0105858	2000
4.5	-37.5	0.011512	2000
4.5	-36.5	0.0127691	2000
4.5	-35.5	0.0117105	2000
